group,pixel_md5,split,label,path
848,5c55aa18a8ef69b08fc1b69fa7f509f5,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_476.tif
848,5c55aa18a8ef69b08fc1b69fa7f509f5,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_1192.tif
849,c8554104f0490dde0c02b17a8508bea7,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_514.tif
849,c8554104f0490dde0c02b17a8508bea7,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_867.tif
850,e9f9ca46a2a0d6ebceb2080b674985ad,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_616.tif
850,e9f9ca46a2a0d6ebceb2080b674985ad,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_1004.tif
851,57168720a6a133e993f8887c12032df0,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_645.tif
851,57168720a6a133e993f8887c12032df0,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_653.tif
852,bb0cb98dfe02969fb6b822f863c5993c,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_658.tif
852,bb0cb98dfe02969fb6b822f863c5993c,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_779.tif
853,aac1a12135c390ed2f1f6fcab190d11d,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_705.tif
853,aac1a12135c390ed2f1f6fcab190d11d,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_909.tif
854,42a81eeec28d0af02b774c5f980b32d7,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_914.tif
854,42a81eeec28d0af02b774c5f980b32d7,train,039,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_039/mmhc40_1157.tif
855,8edbc144e1d0c647b78dd2aa30083a6c,train,040,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_040/mmhc41_754.tif
855,8edbc144e1d0c647b78dd2aa30083a6c,train,040,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_040/mmhc41_803.tif
856,d94dc77b6402ae04376fb8c8eac65a4d,train,041,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_041/mmhc42_9.tif
856,d94dc77b6402ae04376fb8c8eac65a4d,train,041,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_041/mmhc42_489.tif
857,31497b21b15cd0229a468048a28309a1,train,041,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_041/mmhc42_80.tif
857,31497b21b15cd0229a468048a28309a1,train,041,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_041/mmhc42_867.tif
858,82ee82af4f9ba7e310cac89be291b329,train,041,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_041/mmhc42_397.tif
858,82ee82af4f9ba7e310cac89be291b329,train,041,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_041/mmhc42_526.tif
859,e820a4b604f73cbec0c022eb41d89e26,train,042,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_042/mmhc43_146.tif
859,e820a4b604f73cbec0c022eb41d89e26,train,042,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_042/mmhc43_157.tif
860,7478f30f0668a24facfe5061c8893fa7,train,042,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_042/mmhc43_559.tif
860,7478f30f0668a24facfe5061c8893fa7,train,042,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_042/mmhc43_792.tif
861,d958f5fc566c317c569431b984d03875,train,042,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_042/mmhc43_613.tif
861,d958f5fc566c317c569431b984d03875,train,042,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_042/mmhc43_1078.tif
862,b073ed98f1795981960d3bc6612f4c0d,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_65.tif
862,b073ed98f1795981960d3bc6612f4c0d,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_525.tif
863,6ac05986aaf321c1d683422387089380,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_117.tif
863,6ac05986aaf321c1d683422387089380,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_310.tif
864,1187c75da70499bf768405e10f7cc407,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_123.tif
864,1187c75da70499bf768405e10f7cc407,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_1082.tif
865,a5fa949099518265829ae325a6115795,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_223.tif
865,a5fa949099518265829ae325a6115795,train,043,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_043/mmhc44_1184.tif
866,71764438cff03bbbdf731d4338b8167d,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_5.tif
866,71764438cff03bbbdf731d4338b8167d,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1024.tif
867,03c5c332031d03f5a4bf37d1fc108860,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_8.tif
867,03c5c332031d03f5a4bf37d1fc108860,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1146.tif
868,507d7aab69b5b93f3d3e06b4262a6d48,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_9.tif
868,507d7aab69b5b93f3d3e06b4262a6d48,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_878.tif
869,530ae0e2f9920cfcef00bd59e7d2035e,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_11.tif
869,530ae0e2f9920cfcef00bd59e7d2035e,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_693.tif
870,6ad868e2b89847470ff858a738f78dd2,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_23.tif
870,6ad868e2b89847470ff858a738f78dd2,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_927.tif
871,7cd9b3e6abc2fda4a58e931b2458812b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_33.tif
871,7cd9b3e6abc2fda4a58e931b2458812b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_272.tif
872,a9576fb068a8799edc66b2ad0cbc6ca4,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_34.tif
872,a9576fb068a8799edc66b2ad0cbc6ca4,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1262.tif
873,a740a3f6798fa3c890b968053a913146,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_36.tif
873,a740a3f6798fa3c890b968053a913146,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_200.tif
874,9f46a164a2860a75a06db271fef07c20,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_37.tif
874,9f46a164a2860a75a06db271fef07c20,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_128.tif
875,877552e6b566d441ffde078d27078f7f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_43.tif
875,877552e6b566d441ffde078d27078f7f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_154.tif
876,c4cb2f486341fc7fb8934d3e5349b57f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_45.tif
876,c4cb2f486341fc7fb8934d3e5349b57f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_901.tif
877,be09ffba94d24a705cabf2ba164167fa,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_47.tif
877,be09ffba94d24a705cabf2ba164167fa,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_811.tif
878,d02a4d7b9ad012cedc6585f5540a386f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_50.tif
878,d02a4d7b9ad012cedc6585f5540a386f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_393.tif
879,39e3c1f7064043559edd7f6b9de3e61b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_51.tif
879,39e3c1f7064043559edd7f6b9de3e61b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_326.tif
880,cf52a6253797cf9c1b2281e0b03214a4,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_54.tif
880,cf52a6253797cf9c1b2281e0b03214a4,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_856.tif
881,3346944e0a229e4cccd6bffa3d83ae0a,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_55.tif
881,3346944e0a229e4cccd6bffa3d83ae0a,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_353.tif
882,e961ce0954faa5c0b87bc331f9872bde,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_57.tif
882,e961ce0954faa5c0b87bc331f9872bde,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_153.tif
883,fc0180fa05651a75a1e8f69cd2611e5f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_62.tif
883,fc0180fa05651a75a1e8f69cd2611e5f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1080.tif
884,bbf5abd96c022289b0306bda169c3f56,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_66.tif
884,bbf5abd96c022289b0306bda169c3f56,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1185.tif
885,0f7ed51aec1c80abc39c98cc6753bed0,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_72.tif
885,0f7ed51aec1c80abc39c98cc6753bed0,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1082.tif
886,786788de3b0225f47317f1e69219fd19,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_76.tif
886,786788de3b0225f47317f1e69219fd19,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_409.tif
887,248a6c9665098a8ed497c9891d360da9,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_77.tif
887,248a6c9665098a8ed497c9891d360da9,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_679.tif
888,f8e19f3ba861c88122c3cd487f6db369,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_79.tif
888,f8e19f3ba861c88122c3cd487f6db369,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1115.tif
889,05411faf497e30e1639628db4c222a2a,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_80.tif
889,05411faf497e30e1639628db4c222a2a,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1226.tif
890,a08e543c511e83fbe018d2d5bac8260d,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_84.tif
890,a08e543c511e83fbe018d2d5bac8260d,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_768.tif
891,081aee44570933c502af4afdd68d937c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_88.tif
891,081aee44570933c502af4afdd68d937c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_960.tif
892,fdc680a2085f956a67af348e2de25364,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_93.tif
892,fdc680a2085f956a67af348e2de25364,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1156.tif
893,6063b1bd04a08313f6f27d520df55e15,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_95.tif
893,6063b1bd04a08313f6f27d520df55e15,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_933.tif
894,06ed1ccee8de679629ac9dba59746237,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_96.tif
894,06ed1ccee8de679629ac9dba59746237,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_926.tif
895,de7b0604485effa06e76259dc4604418,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_104.tif
895,de7b0604485effa06e76259dc4604418,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_947.tif
896,559acff8d8a08fd56494f94f2d6a990c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_108.tif
896,559acff8d8a08fd56494f94f2d6a990c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_890.tif
897,9b58a272da339f351e87c5ee260d3c98,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_111.tif
897,9b58a272da339f351e87c5ee260d3c98,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_268.tif
898,a0500c550f7d59bfb1c61c628c2bab8c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_113.tif
898,a0500c550f7d59bfb1c61c628c2bab8c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_638.tif
899,4555c98917bd427c738a430634c012cf,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_115.tif
899,4555c98917bd427c738a430634c012cf,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_463.tif
900,cad49402d5ad9c0cdb9af15e4a4e1365,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_124.tif
900,cad49402d5ad9c0cdb9af15e4a4e1365,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_366.tif
901,3d9935c97f9cadb49156d3d3edd961ed,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_137.tif
901,3d9935c97f9cadb49156d3d3edd961ed,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_635.tif
902,599aa52ae00c5e1970fef581d665d6e1,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_138.tif
902,599aa52ae00c5e1970fef581d665d6e1,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_406.tif
903,8983a64fb447f36713b0aa7399b78933,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_139.tif
903,8983a64fb447f36713b0aa7399b78933,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_387.tif
904,99fd255768d1401c25d29bf54ea4495b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_142.tif
904,99fd255768d1401c25d29bf54ea4495b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_475.tif
905,ee5c9c05a83a6b6ba4437c7c62fb23ba,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_143.tif
905,ee5c9c05a83a6b6ba4437c7c62fb23ba,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_570.tif
906,8bc8bda822948a77cc45c6b524984d7f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_148.tif
906,8bc8bda822948a77cc45c6b524984d7f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_823.tif
907,b5929b99489bc7378dac96c96a8b87b7,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_151.tif
907,b5929b99489bc7378dac96c96a8b87b7,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1096.tif
908,79f849cfb1e3ff2b0844bd2bb0ca3810,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_152.tif
908,79f849cfb1e3ff2b0844bd2bb0ca3810,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_946.tif
909,37e70ad5f2d9c0057688bb032bde2d43,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_157.tif
909,37e70ad5f2d9c0057688bb032bde2d43,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_840.tif
910,bcb67aee47c741d4e08728468224ab2d,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_160.tif
910,bcb67aee47c741d4e08728468224ab2d,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_190.tif
911,23a62de13e831ae35ec49e01cc07eeaa,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_161.tif
911,23a62de13e831ae35ec49e01cc07eeaa,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1088.tif
912,34cbd0daa6c989d30ac0f303974ab345,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_163.tif
912,34cbd0daa6c989d30ac0f303974ab345,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_519.tif
913,0bdb35ca812281ff28ce75c8588d7f14,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_166.tif
913,0bdb35ca812281ff28ce75c8588d7f14,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1178.tif
914,3201615b7dbb894e4840a745f5d56a50,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_167.tif
914,3201615b7dbb894e4840a745f5d56a50,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_287.tif
915,76da701e1610f9653ada972d860d68dc,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_170.tif
915,76da701e1610f9653ada972d860d68dc,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_724.tif
916,f609931a97b75207fed9d31461b8090e,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_172.tif
916,f609931a97b75207fed9d31461b8090e,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_944.tif
917,37bb01ed3b6f4a935d03f1cc025ec616,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_174.tif
917,37bb01ed3b6f4a935d03f1cc025ec616,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_189.tif
918,d715b5a5b437ab66f17d97c32ca72c64,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_175.tif
918,d715b5a5b437ab66f17d97c32ca72c64,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_911.tif
919,ea22e58ef7af79a34013a47218a8fc84,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_187.tif
919,ea22e58ef7af79a34013a47218a8fc84,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_955.tif
920,d35bc0ac915cb2986758701a79924138,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_191.tif
920,d35bc0ac915cb2986758701a79924138,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_857.tif
921,53e819292e0f06a09997ffddd1a6cd77,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_204.tif
921,53e819292e0f06a09997ffddd1a6cd77,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_348.tif
922,2d418f3f1e2a4f810e7ecbfa6c6b3a17,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_210.tif
922,2d418f3f1e2a4f810e7ecbfa6c6b3a17,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1217.tif
923,8580fa068524579972248a739b241396,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_213.tif
923,8580fa068524579972248a739b241396,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_469.tif
924,9fd027a037269b626a5648a42801e4cd,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_218.tif
924,9fd027a037269b626a5648a42801e4cd,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_871.tif
925,ea0fd578cc396f9828c61e829e2415bc,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_221.tif
925,ea0fd578cc396f9828c61e829e2415bc,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_954.tif
926,20ade5023f158d5014d1bc80175ad218,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_224.tif
926,20ade5023f158d5014d1bc80175ad218,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_879.tif
927,4dde6d89be72476effed540a7478f613,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_226.tif
927,4dde6d89be72476effed540a7478f613,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_352.tif
928,876294e4c2a29c83dd548a1c54a9b99f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_231.tif
928,876294e4c2a29c83dd548a1c54a9b99f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_546.tif
929,4889da353c18cea0084a78d2de653f8f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_235.tif
929,4889da353c18cea0084a78d2de653f8f,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1071.tif
930,5cd087f07e01509ff298e2e0eb450a47,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_237.tif
930,5cd087f07e01509ff298e2e0eb450a47,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_819.tif
931,1c6497f3aaf7544783b1d02fb63fac17,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_243.tif
931,1c6497f3aaf7544783b1d02fb63fac17,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_552.tif
932,226b170d96d76ec8c4a83e6b626807de,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_247.tif
932,226b170d96d76ec8c4a83e6b626807de,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_982.tif
933,eb41ce970b796f49aa539fbd7ab4add1,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_250.tif
933,eb41ce970b796f49aa539fbd7ab4add1,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_917.tif
934,404fb6d23e032040b564cd0057f2bd0b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_260.tif
934,404fb6d23e032040b564cd0057f2bd0b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_333.tif
935,022d780190a5db8a90e8072ffcda8b1c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_273.tif
935,022d780190a5db8a90e8072ffcda8b1c,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_774.tif
936,181f4fe5e6ff59c0180adb357993efcb,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_275.tif
936,181f4fe5e6ff59c0180adb357993efcb,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_827.tif
937,dc80f062d4e85589e54fa75768bd3a90,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_283.tif
937,dc80f062d4e85589e54fa75768bd3a90,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1032.tif
938,550e6d831964730a6abd9107fd552db8,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_288.tif
938,550e6d831964730a6abd9107fd552db8,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_467.tif
939,222fa1959a591c66c299325d1bc5f0a6,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_289.tif
939,222fa1959a591c66c299325d1bc5f0a6,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_1181.tif
940,a604fc5693cd6a98138739106bdf729b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_296.tif
940,a604fc5693cd6a98138739106bdf729b,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_400.tif
941,09dd78f53e2f3d02ef3f057d66e65e91,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_304.tif
941,09dd78f53e2f3d02ef3f057d66e65e91,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_921.tif
942,c47de1ba01a30b6ea6ae6819c3c6c8cd,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_312.tif
942,c47de1ba01a30b6ea6ae6819c3c6c8cd,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_691.tif
943,aa5e5f80f2bca788f33ad5ba72872437,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_321.tif
943,aa5e5f80f2bca788f33ad5ba72872437,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_865.tif
944,6e1fda5b872c7255ba68487c2ec726c7,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_325.tif
944,6e1fda5b872c7255ba68487c2ec726c7,train,045,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_045/mmhc46_608.tif
